Código	Diretoria Regional	Municipio	DESIGNAÇÃO		Endereço	Nº	Complemento	Bairro  	CEP
33011427	NORTE FLUMINENSE	CAMPOS DOS GOYTACAZES	CE	ATILANO CHRYSOSTOMO DE OLIVEIRA	ESTRADA DO ACUCAR	SNº	KM 22	SATURNINO BRAGA	28015590
33008388	NORTE FLUMINENSE	CAMPOS DOS GOYTACAZES	CE	BENTA PEREIRA	RUA ANTONIO NEVES	148		JARDIM CARIOCA	28080255
33008728	NORTE FLUMINENSE	CAMPOS DOS GOYTACAZES	CE	CONSTANTINO FERNANDES	RUA DOUTOR JULIO BARCELOS	275		BENTA PEREIRA	28020140
33011435	NORTE FLUMINENSE	CAMPOS DOS GOYTACAZES	CE	CORONEL FRANCISCO RIBEIRO DA MOTTA VASCONCELOS	RUA PRINCIPAL	SNº		POCO GORDO	28000000
33008396	NORTE FLUMINENSE	CAMPOS DOS GOYTACAZES	CE	CORONEL JOAO BATISTA DE PAULA BARROSO	RUA SILVINO CANELA	SNº		GOITACAZES	28110970
33010110	NORTE FLUMINENSE	CAMPOS DOS GOYTACAZES	LICEU	DE HUMANIDADES DE CAMPOS	PRACA BARAO DO RIO BRANCO	15		CENTRO	28035220
33008736	NORTE FLUMINENSE	CAMPOS DOS GOYTACAZES	CE	DESEMBARGADOR ALVARO FERREIRA PINTO	RUA MANOEL FRANCISCO DAS CHAGAS	SNº		DONANA	28110000
33008752	NORTE FLUMINENSE	CAMPOS DOS GOYTACAZES	CE	DOM OTAVIANO DE ALBUQUERQUE	RUA HAROLDO MACHADO	SNº		URURAI	28040140
33010650	NORTE FLUMINENSE	CAMPOS DOS GOYTACAZES	CE	DOUTOR BARROS BARRETO	AVENIDA BARROS BARRETO	SNº	5º DISTRITO	BAIXA GRANDE	28140000
33008795	NORTE FLUMINENSE	CAMPOS DOS GOYTACAZES	CE	DOUTOR CESAR TINOCO	RUA DO COLEGIO	SNº		SANTA CRUZ	28050270
33008418	NORTE FLUMINENSE	CAMPOS DOS GOYTACAZES	CE	DOUTOR FELIX MIRANDA	RUA RIO BONITO	152		PARQUE GUARUS	28070645
33008817	NORTE FLUMINENSE	CAMPOS DOS GOYTACAZES	CE	DOUTOR JOAO MURILO CARNEIRO DE OLIVEIRA	RODOVIA CAMPOS X ITAPERUNA	SNº	USINA    SAPUCAIA	GUARUS	28000000
33010889	NORTE FLUMINENSE	CAMPOS DOS GOYTACAZES	CE	DOUTOR JOSE PEREIRA PINTO	AVENIDA DAS ESTRELAS	679		SANTA MARIA	28155000
33008841	NORTE FLUMINENSE	CAMPOS DOS GOYTACAZES	CE	DOUTOR MAXIMO DE AZEVEDO	RUA NOSSA SENHORA DA PENHA	39		PENHA	28020580
33008850	NORTE FLUMINENSE	CAMPOS DOS GOYTACAZES	CE	DOUTOR PHILLIPPE UEBE	AVENIDA CARLOS ALBERTO CHEBABE	1387		PQ SAO MATEUS	28073506
33008434	NORTE FLUMINENSE	CAMPOS DOS GOYTACAZES	CE	DOUTOR SYLVIO BASTOS TAVARES	RUA VIVEIROS DE VASCONCELOS	245		PQ.ROSARIO	28027110
33008868	NORTE FLUMINENSE	CAMPOS DOS GOYTACAZES	CE	DOUTOR THIERS CARDOSO	AVENIDA TARCISIO MIRANDA	30		TARCISIO MIRANDA	28022040
33011311	NORTE FLUMINENSE	CAMPOS DOS GOYTACAZES	CE	ESTEFANIA PEREIRA PINTO	RUA A	65		SANTO EDUARDO	28160000
33008892	NORTE FLUMINENSE	CAMPOS DOS GOYTACAZES	CE	GENERAL DUTRA	AVENIDA SOUZA MOTA	SNº		PARQUE VEREADORA CRUZ	28060010
33008442	NORTE FLUMINENSE	CAMPOS DOS GOYTACAZES	CE	JOAO PESSOA	RUA OPERARIO CAMPISTA	35		PARQUE SAO CAETANO	28030255
33008957	NORTE FLUMINENSE	CAMPOS DOS GOYTACAZES	EE	JOAQUIM ATAYDE	ROD AMARAL PEIXOTO KM 6	SNº		TAPERA	28040000
33008450	NORTE FLUMINENSE	CAMPOS DOS GOYTACAZES	CE	JOSE DO PATROCINIO	RUA CORA ALVARENGA	SNº		PQ.LEOPOLDINA	28050370
33008981	NORTE FLUMINENSE	CAMPOS DOS GOYTACAZES	CE	JOSE FRANCISCO DE SALLES	RUA OSCAR MACHADO	SNº		IPS	28026080
33009007	NORTE FLUMINENSE	CAMPOS DOS GOYTACAZES	CE	JULIAO NOGUEIRA	RUA NUNO TAVARES	14	1º DISTRITO	PARQUE SANTO AMARO	28030105
33011400	NORTE FLUMINENSE	CAMPOS DOS GOYTACAZES	CE	LEONCIO PEREIRA GOMES	RUA RODRIGUES PEIXOTO	01		SAO SEBASTIAO DE CAMPOS	28145000
33011095	NORTE FLUMINENSE	CAMPOS DOS GOYTACAZES	CE	MANOEL PEREIRA GONCALVES	PRACA DO FAROL DE SAO TOME	SNº		FAROL DE SAO TOME	28142000
33011460	NORTE FLUMINENSE	CAMPOS DOS GOYTACAZES	CE	MARIA ISABEL RANGEL DE ARAUJO	AVENIDA PEDRO PEREIRA	127		VENDA NOVA	28145000
33011842	NORTE FLUMINENSE	CAMPOS DOS GOYTACAZES	CE	NELSON PEREIRA REBEL	AVENIDA ANTONIO LUIZ DA SILVEIRA	260		TRAVESSAO	28175000
33010170	NORTE FLUMINENSE	CAMPOS DOS GOYTACAZES	CE	NILO FERNANDES PEREIRA	ESTRADA NOVA	SNº		DORES DE MACABU	28115000
33008485	NORTE FLUMINENSE	CAMPOS DOS GOYTACAZES	CE	NILO PECANHA	RUA DOUTOR LACERDA SOBRINHO	119		CENTRO	28010075
33010315	NORTE FLUMINENSE	CAMPOS DOS GOYTACAZES	CE	NOTIVAL PEDRO MOLL	AVENIDA PRINCIPAL	320	RIO PRETO - 9º DISTRITO	MORANGABA	28125000
33010269	NORTE FLUMINENSE	CAMPOS DOS GOYTACAZES	CE	PAULO ROBERTO DUARTE DE MENDONCA	RUA RIBEIRO COMPRIDO	SNº		IBITIOCA	28120000
33012083	NORTE FLUMINENSE	CAMPOS DOS GOYTACAZES	CE	PROFESSOR HERVAL DE SOUZA TAVARES	RUA GETULIO VARGAS	SNº		VILA NOVA DE CAMPOS	28165000
33008663	NORTE FLUMINENSE	CAMPOS DOS GOYTACAZES	CE	QUINZE DE NOVEMBRO	PRACA DA REPUBLICA	06		CENTRO	28010080
33009120	NORTE FLUMINENSE	CAMPOS DOS GOYTACAZES	CE	ROTARY II	RUA CARLOS BRUNO	110		CUSTODOPOLIS	28085110
33010528	NORTE FLUMINENSE	CAMPOS DOS GOYTACAZES	CE	THEOTONIO FERREIRA DE ARAUJO	AVENIDA NILO PECANHA	SNº		MORRO DO COCO	28178000
33008493	NORTE FLUMINENSE	CAMPOS DOS GOYTACAZES	CE	VISCONDE DO RIO BRANCO	RUA RIACHUELO	102		LAPA	28013450
33016070	NORTE FLUMINENSE	CARAPEBUS	CE	THOMAZ GOMES	RUA SILVA DRUMOND	97		CENTRO	27900000
33098662	NORTE FLUMINENSE	CARDOSO MOREIRA	CIEP	464 ADMAR FERREIRA DE MEDEIROS	RUA ADMAR FERREIRA DE MEDEIROS	SNº		CACHOEIRO	28180000
33012121	NORTE FLUMINENSE	CARDOSO MOREIRA	CE	BALTAZAR CARNEIRO	RUA JOSE PERES	SNº		CENTRO	28180000
33014736	NORTE FLUMINENSE	CONCEICAO DE MACABU	CIEP	271 JOSE BONIFACIO TASSARA	AVENIDA VICTOR SENCE	SNº		GARAPA	28740000
33014779	NORTE FLUMINENSE	CONCEICAO DE MACABU	EE	ANTONIO BARCELLOS	RUA BENTO DE ANDRADE LEMOS	212		PARAISO	28740000
33015090	NORTE FLUMINENSE	CONCEICAO DE MACABU	CE	BOCAINA	RUA PASTOR MANOEL DE BRITO	135		BOCAINA	28740000
33014809	NORTE FLUMINENSE	CONCEICAO DE MACABU	CE	ELSA BARBOSA DAUMAS	RUA SEBASTIAO DE SOUZA LUGON	34		PORTO	28740000
33014817	NORTE FLUMINENSE	CONCEICAO DE MACABU	EE	JOSE DE PAULA BARRETO	ESTRADA SAO DOMINGOS	06		VILA SAO JOSE	28740000
33014833	NORTE FLUMINENSE	CONCEICAO DE MACABU	EE	MARIA LOBO VIANA	RUA DOUTOR MELCHIADES PICANCO	28		CENTRO	28740000
33014760	NORTE FLUMINENSE	CONCEICAO DE MACABU	CE	TOBIAS TOSTES MACHADO	RUA FREI VALERIO	53		CENTRO	28740000
33103119	NORTE FLUMINENSE	MACAE	CIEP	393 PREFEITO CARLOS EMIR MUSSI	RUA ALCIDES MOURAO	SNº		AROEIRA	27945400
33015279	NORTE FLUMINENSE	MACAE	CE	TELIO BARRETO	RUA FRANCISCO ALVES MACHADO	131		AROEIRA	27946410
33015295	NORTE FLUMINENSE	MACAE	CE	IRENE MEIRELLES	AVENIDA AGENOR CALDAS	442		IMBETIBA	27913300
33015309	NORTE FLUMINENSE	MACAE	CE	JORNALISTA ALVARO BASTOS	RUA BRAULINO ALVES SIMOES	111		PARQUE AEROPORTO	27950461
33015180	NORTE FLUMINENSE	MACAE	CE	LUIZ REID	RUA TEIXEIRA DE GOUVEIA	942		CENTRO	27913120
33015317	NORTE FLUMINENSE	MACAE	CE	MATIAS NETO	RUA CONDE DE ARARUAMA	439		CENTRO	27910300
33015260	NORTE FLUMINENSE	MACAE	CE	PRIMEIRO DE MAIO	AVENIDA SANTOS MOREIRA	SNº		VISCONDE DE ARAUJO	27943200
33015740	NORTE FLUMINENSE	MACAE	CE	PROFESSORA VANILDE NATALINO MATTOS	AVENIDA HILDEBRANDO ALVES BARBOSA	160		BARRA DE MACAE	27970000
33015333	NORTE FLUMINENSE	MACAE	CE	RACHEL REID PEREIRA DE SOUZA	RUA MAURICIO DE NASSAU	111		AROEIRA	27945090
33015341	NORTE FLUMINENSE	MACAE	CE	VISCONDE DE ARAUJO	RUA FRANCISCO GOMES BATISTA	SNº		VISCONDE DE ARAUJO	27943190
33016550	NORTE FLUMINENSE	QUISSAMA	CE	VISCONDE DE QUISSAMA	RUA BARAO DO MONTE DE CEDRO	593		CENTRO	28735000
33097437	NORTE FLUMINENSE	RIO DAS OSTRAS	CIEP	257 JOAQUIM DO REGO BARROS	RUA INAJARA	SNº		NOVA CIDADE	28890000
33025525	NORTE FLUMINENSE	RIO DAS OSTRAS	CE	CINAMONO	RUA JOSE DE MATOS	861		NOVA ESPERANCA	28893564
33025487	NORTE FLUMINENSE	RIO DAS OSTRAS	CE	JACINTHO XAVIER MARTINS	RUA RIO GRANDE DO NORTE	SNº		EXTENSAO DO BOSQUE	28890000
33025576	NORTE FLUMINENSE	RIO DAS OSTRAS	CE	ROCHA LEAO	RUA HENRIQUE SARZEDAS	241		ROCHA LEAO	28890000
33012458	NORTE FLUMINENSE	SAO FIDELIS	CE	BARAO DE MACAUBAS	AVENIDA GOVERNADOR ROBERTO SILVEIRA	237		BARAO DE MACAUBAS	28400000
33012393	NORTE FLUMINENSE	SAO FIDELIS	CE	DE SAO FIDELIS	PRACA TEIXEIRA SOARES	20		CENTRO	28400000
33013160	NORTE FLUMINENSE	SAO FIDELIS	CE	ELVIDIO COSTA	RUA SAO SEBASTIAO	179		IPUCA	28405000
33013322	NORTE FLUMINENSE	SAO FIDELIS	CE	GERAQUE COLLET	AVENIDA JACY NADER	08		CENTRO	28415000
33012407	NORTE FLUMINENSE	SAO FIDELIS	CE	MONTESE	RUA POETA FARIA JUNIOR	SNº		DIRLEY P DE ABREU	28400000
33095140	NORTE FLUMINENSE	SAO FRANCISCO DE ITABAPOANA	CIEP	470 CELSO MARTINS CORDEIRO	RUA ANTONIO PINHEIRO FILHO	SNº		CENTRO	28230000
33013802	NORTE FLUMINENSE	SAO FRANCISCO DE ITABAPOANA	CE	AGOSTINHO CHRYSANTO DE ARAUJO	AVENIDA ITAPERUNA	SNº		SANTA CLARA	28230978
33014086	NORTE FLUMINENSE	SAO FRANCISCO DE ITABAPOANA	CE	ANA NUNES VIANA	RUA CAPITAO JOAO PEREIRA VIANA	12		BARRA DO ITABAPOANA	28230980
33014116	NORTE FLUMINENSE	SAO FRANCISCO DE ITABAPOANA	CE	DOMIRES MACHADO	RUA ANTENOR MOREIRA	11		TRAVESSAO DE BARRA	28230000
33013837	NORTE FLUMINENSE	SAO FRANCISCO DE ITABAPOANA	CE	ERCILIA MUYLAERT DE MENEZES	RUA CAPITAO DE ALMEIDA	SNº		GARGAU	28230973
33014310	NORTE FLUMINENSE	SAO FRANCISCO DE ITABAPOANA	CE	JOAQUIM GOMES CRESPO	RUA ANTONIO HENRIQUES PESSANHA	94		PRACA JOAO PESSOA	28230000
33013918	NORTE FLUMINENSE	SAO FRANCISCO DE ITABAPOANA	CE	PEDRO CERQUEIRA	RODOVIA AFONSO CELSO	1220		IMBURI DE CACIMBAS	28230000
33013772	NORTE FLUMINENSE	SAO FRANCISCO DE ITABAPOANA	CE	SAO FRANCISCO DE PAULA	RUA JOAQUIM DA MOTA SOBRINHO	245		CENTRO	28230000
33013535	NORTE FLUMINENSE	SAO JOAO DA BARRA	CE	ADMARDO ALVES TORRES	RUA XVI COM RUA I LOTEAMENTO LIRAMAR	SNº		GRUSSAI	28200000
33013497	NORTE FLUMINENSE	SAO JOAO DA BARRA	CE	ALBERTO TORRES	RUA JOAO FRANCISCO DE ALMEIDA	439		CENTRO	28200000
33170185	NORTE FLUMINENSE	SAO JOAO DA BARRA	CE	CHRISANTO HENRIQUE DE SOUZA	PRAIA DO ACU	SNº		PRAIA DO ACU	28200972
33013551	NORTE FLUMINENSE	SAO JOAO DA BARRA	CE	DOUTOR NEWTON ALVES	PRACA NOSSA SENHORA DA PENHA	SNº		ATAFONA	28200000
33013691	NORTE FLUMINENSE	SAO JOAO DA BARRA	CE	DOUTOR OLIMPIO SATURNINO DE BRITO	AVENIDA DORALICE RANGEL FELIZARDO	SNº		DEGREDO	28200000
33014566	NORTE FLUMINENSE	SAO JOAO DA BARRA	CE	JOAO COELHO DA SILVA	RUA CAZUMBA	SNº		CAZUMBA	28200000
33013683	NORTE FLUMINENSE	SAO JOAO DA BARRA	CE	RAIMUNDO DE MAGALHAES	AVENIDA GREGORIO PRUDENCIO AZEVEDO	SNº		BARCELOS	28220000
33051097	SERRANA I  	GUAPIMIRIM	CE	ALCINDO GUANABARA	RUA JOAQUIM COELHO	139		CENTRO	25940000
33051127	SERRANA I  	GUAPIMIRIM	CE	CORTUME CARIOCA	RUA ALBERTINO LOPES XAVIER	SNº		INCONHA	25949075
33051100	SERRANA I  	GUAPIMIRIM	CE	PROFESSORA ALVINA VALERIO DA SILVA	RUA BENEDITO NORBERTO PUPO	91		PARADA MODELO	25940000
33051330	SERRANA I  	ITABORAI	CIEP	129  JOSE MARIA NANCI	AVENIDA FLAVIO VASCONCELOS	SNº		VENDA DAS PEDRAS	24800000
33051321	SERRANA I  	ITABORAI	CIEP	130 DOUTOR ELIAS DE MIRANDA SARAIVA	AVENIDA VINTE E DOIS DE MAIO	SNº		RIO VARZEA	24800000
33097054	SERRANA I  	ITABORAI	CIEP	308 PASCOAL CARLOS MAGNO	AVENIDA AMERICO DA COSTA CARDOSO	SNº		NOVA CIDADE	24800000
33098794	SERRANA I  	ITABORAI	CIEP	415 MIGUEL DE CERVANTES	RODOVIA MANILHA X MAGE	SNº	KM 1	MANILHA	24800000
33097046	SERRANA I  	ITABORAI	CIEP	424 PEDRO AMORIM	RUA MANOEL MOREL PECANHA	SNº		VISCONDE DE ITABORAI	24800000
33098808	SERRANA I  	ITABORAI	CIEP	426 EDUARDO RIBEIRO DE CARVALHO	AVENIDA GENESIO DA COSTA COTRIM	SNº		QUISSAMA	24800000
33097178	SERRANA I  	ITABORAI	CIEP	451 ELIZA ANTONIA RAINHO DIAS	RUA AUGUSTA DE JESUS	SNº	ITAMBI	JOAO CAETANO	24866556
33098786	SERRANA I  	ITABORAI	CIEP	453 DOUTOR MILTON RODRIGUES ROCHA	AVENIDA PREFEITO MILTON RODRIGUES ROCHA	40		JARDIM FLUMINENSE	24800000
33051879	SERRANA I  	ITABORAI	CE	DOUTOR MOACYR MEIRELLES PADILHA	RUA ALFREDO DA COSTA GARCIA	SNº		APOLO II	24800000
33051739	SERRANA I  	ITABORAI	CE	FRANCESCA CAREY	PRACA NUNO DUARTE	SNº		SAO JOSE	24800000
33051844	SERRANA I  	ITABORAI	CE	HILKA DE ARAUJO PECANHA	PRACA SAO BARNABE	SNº		VILA NOVA DE ITAMBI	24850000
33051364	SERRANA I  	ITABORAI	CE AGRICOLA	JOSE SOARES JUNIOR	RUA OSORIO CARDOSO	SNº		QUISSAMA	24800000
33052255	SERRANA I  	ITABORAI	CE	JOVINA AMARAL DE OLIVEIRA	RODOVIA VEREADOR OLDEMAR DE FIGUEIREDO	SNº	KM 18	PACHECO	24800000
33051747	SERRANA I  	ITABORAI	CE	LUCAS DA SILVA	ESTRADA SAO JOSE	SNº		CABUCU	24800000
33052069	SERRANA I  	ITABORAI	CE	PROFESSORA MARIA INOCENCIA FERREIRA	RUA DA CONCEICAO	118		PORTO DAS CAIXAS	24870000
33051518	SERRANA I  	ITABORAI	CE	SALVADOR DE MENDONCA	TRAVESSA ARTHUR NOVAIS	66		VENDA DAS PEDRAS	24800000
33051380	SERRANA I  	ITABORAI	CE	VISCONDE DE ITABORAI	RUA DOUTOR MACEDO	334		CENTRO	24800000
33053359	SERRANA I  	MAGE	CIEP	127 FREI ACURSIO ALOISIO GONZAGA BOLWER	RUA TREZE	SNº		MAURIMARCIA PIABETA	25915000
33052786	SERRANA I  	MAGE	CIEP	128 MAGEPE MIRIM	RUA ALMIR REPANI	SNº		CENTRO	25900000
33125325	SERRANA I  	MAGE	CIEP	260 BARBOSA PORTO	RUA PIO XII	1500		FIGUEIRA	25900000
33053766	SERRANA I  	MAGE	CIEP	327 PEDRO AMERICO	RUA ROSA ANGELICA	315		CAIO	25925000
33053340	SERRANA I  	MAGE	CIEP	441 MANE GARRINCHA	RUA JOSE PEREIRA DE SOUZA	SNº		PAU GRANDE	25935000
33051070	SERRANA I  	MAGE	CIEP	444 ISRAEL JACOB AVERBACK	RUA CANAL MAGE	SNº		VILA ESPERANCA	25900000
33052808	SERRANA I  	MAGE	CEI AGROECOLOGICO	BARAO DE LANGSDORFF	ESTRADA DA CONCEICAO	4600	DISTRITO AGRICOLA	CONCEICAO DO SURUI	25915000
33053774	SERRANA I  	MAGE	CE	CORONEL SERGIO JOSE DO AMARAL	RUA JOAO FELIX DO BONFIM	SNº		CENTRO	25925000
33052816	SERRANA I  	MAGE	CE	DE MAGE	RUA COMENDADOR REIS	SNº		CENTRO	25900000
33053693	SERRANA I  	MAGE	CE	JOAQUIM LEITAO	RUA WALDEMAR LIMA TEIXEIRA	SNº		SANTO ALEIXO	25926384
33053383	SERRANA I  	MAGE	CE	JOSE VERISSIMO	AVENIDA DUQUE DE CAXIAS	627	RAIZ DA SERRA	VILA INHOMIRIM	25933530
33053162	SERRANA I  	MAGE	CE	MAUA	AVENIDA ROBERTO SILVEIRA	1113	PRAIA DO IMPERADOR	GUIA DE PACOBAIBA	25926384
33053189	SERRANA I  	MAGE	CE	OSWALDO CRUZ	ESTRADA REAL DE MAUA	2015		IPIRANGA	25930000
33053391	SERRANA I  	MAGE	CE	PROFESSOR ALFREDO BALTHAZAR DA SILVEIRA	RUA GUARANI	SNº		PIABETA	25915000
33053413	SERRANA I  	MAGE	CE	PROFESSORA ALDA BERNARDO DOS SANTOS TAVARES	RUA BRASIL	153		PIABETA	25915000
33053715	SERRANA I  	MAGE	CE	PROFESSORA RUTH TALDO FRANCA	RUA DUQUE DE CAXIAS	65		ANDORINHAS	25900000
33052891	SERRANA I  	MAGE	CE	PROFESSORA SONIA MARIA PIEDADE DE MOURA	RUA FRANCELINA ULLMANN	1003		SACO	25900000
33052913	SERRANA I  	MAGE	CE	SAO FRANCISCO DE ASSIS	AVENIDA AUGUSTO VIEIRA	170	1º DISTRITO	JORORO	25900000
33052930	SERRANA I  	MAGE	CE	VISCONDE DE SEPETIBA	PRACA DA BANDEIRA	308		CENTRO	25900000
33040087	SERRANA I  	PETROPOLIS	CIEP	038 SANTOS DUMONT	RUA IEDO FIUZA	527		INDEPENDENCIA	25645522
33041210	SERRANA I  	PETROPOLIS	CIEP	137 CECILIA MEIRELES	ESTRADA UNIAO E INDUSTRIA	2822		CORREAS	25720060
33041946	SERRANA I  	PETROPOLIS	CIEP	281 GABRIELA MISTRAL	ESTRADA UNIAO E INDUSTRIA	SNº		POSSE	25770000
33041628	SERRANA I  	PETROPOLIS	CIEP	472 CANDIDO PORTINARI	ESTRADA UNIAO E INDUSTRIA	11960		ITAIPAVA	25750220
33040400	SERRANA I  	PETROPOLIS	CE	CARDOSO FONTES	RUA BINGEN	210		BINGEN	25660004
33041326	SERRANA I  	PETROPOLIS	CE	DE ARARAS	RUA BERNARDO COUTINHO	1626		ARARAS	25725020
33040125	SERRANA I  	PETROPOLIS	CE	DOM PEDRO II	RUA DO IMPERADOR	400		CENTRO	25620000
33041776	SERRANA I  	PETROPOLIS	CE	EMBAIXADOR JOSE BONIFACIO	RUA DOUTOR BARROS FRANCO	SNº		PEDRO DO RIO	25750290
33041253	SERRANA I  	PETROPOLIS	CE	IRMA CECILIA JARDIM	ESTRADA MACHADO FAGUNDES	316		CASCATINHA	25716001
33040141	SERRANA I  	PETROPOLIS	CE	PRINCESA ISABEL	RUA GENERAL RONDON	SNº		QUITANDINHA	25650020
33040150	SERRANA I  	PETROPOLIS	CE	RUI BARBOSA	RUA ALYNTHOR WERNECK	65		ALTO DA SERRA	25635090
33042047	SERRANA I  	SAO JOSE DO VALE DO RIO PRETO	CE	CORONEL JOAO LIMONGI	RUA ALFREDO MAURICIO DA SILVA	SNº		CENTRO	25780000
33099936	SERRANA I  	TANGUA	CIEP	252 JOAO BAPTISTA CAFFARO	RUA PRIMEIRO DE JANEIRO	SNº		CENTRO	24890000
33052182	SERRANA I  	TANGUA	CE	ANTONIO FRANCISCO LEAL	RUA MANOEL JOAO GONCALVES	891		CENTRO	24890000
33042497	SERRANA I  	TERESOPOLIS	CIEP	475 SEBASTIAO MELLO	RUA ACRE	432		BARROSO	25957005
33042667	SERRANA I  	TERESOPOLIS	CE	CAMPOS SALLES	AVENIDA PRESIDENTE ROOSEVELT	1715		BARRA DO IMBUI	25966000
33042519	SERRANA I  	TERESOPOLIS	CE	EDMUNDO BITTENCOURT	AVENIDA LUCIO MEIRA	311		VARZEA	25953001
33042527	SERRANA I  	TERESOPOLIS	CE	EUCLYDES DA CUNHA	RUA MELLO FRANCO	608		ALTO	25960531
33042683	SERRANA I  	TERESOPOLIS	CE	FANY NISKIER	ESTRADA ISAIAS VIDAL	145		ALBUQUERQUE	25976810
33042705	SERRANA I  	TERESOPOLIS	CE	HIGINO DA SILVEIRA	AVENIDA DELFIM MOREIRA	1115		VARZEA	25953184
33043132	SERRANA I  	TERESOPOLIS	CIA	JOSE FRANCISCO LIPPI	RODOVIA FRIBURGO X TERESOPOLIS	SNº	KM 15	VENDA NOVA	25977400
33042730	SERRANA I  	TERESOPOLIS	CE	LIONS CLUB	RUA GENERAL AUGUSTO SEVILHA	SNº		MEUDON	25954200
33042543	SERRANA I  	TERESOPOLIS	CE	PRESIDENTE BERNARDES	RUA FILEUTERPIE	SNº		SAO PEDRO	25955100
33020540	SERRANA II	BOM JARDIM	CIEP	322 MOZART CUNHA GUIMARAES	RUA MANOEL HENRIQUE VIEIRA DE AGUIAR	SNº		SAO MIGUEL	28660000
33020710	SERRANA II	BOM JARDIM	CE	DOUTOR PERICLES CORREA DA ROCHA	RUA ALCIDES LIMA	36		BANQUETE	28662000
33020779	SERRANA II	BOM JARDIM	CE	LEOPOLDO OSCAR STUTZ	RUA RAUL EMERICH	59		BARRA ALEGRE	28660000
33020957	SERRANA II	BOM JARDIM	CE	PROFESSOR JOAO BRASIL	RUA MANOEL VIEIRA BAPTISTA	06		SAO JOSE DO RIBEIRAO	28664000
33020558	SERRANA II	BOM JARDIM	CE	RAMIRO BRAGA	AVENIDA DOUTOR PERICLES CORREA DA ROCHA	465		CENTRO	28660000
33043515	SERRANA II	CACHOEIRAS DE MACACU	CIEP	140 MARIO CESAR GOMES DA SILVA	AVENIDA FLORIANO PEIXOTO	SNº		CENTRO	28680000
33043736	SERRANA II	CACHOEIRAS DE MACACU	CIEP	353 DOUTOR BROCHADO DA ROCHA	RODOVIA PRESIDENTE JOAO GOULART	SNº	PARQUE RIBEIRA	PAPUCAIA	28695000
33043655	SERRANA II	CACHOEIRAS DE MACACU	CIEP	479 DOUTOR MARIO SIMAO ASSAF	RUA JOAO LUIZ SIQUEIRA	SNº		SAO FRANCISCO ASSIS	28680000
33043752	SERRANA II	CACHOEIRAS DE MACACU	CE	BACCOPARO MARTINS	RUA MARIO SIMAO MARTINS NOGUEIRA	235		JAPUIBA	28685000
33043779	SERRANA II	CACHOEIRAS DE MACACU	CE	MARIA VERALBA FERRAZ	RUA MARIA VERALBA FERRAZ	SNº		PARQUE RIBEIRA	28695000
33043523	SERRANA II	CACHOEIRAS DE MACACU	CE	MARIA ZULMIRA TORRES	RUA SENADOR ALFREDO NEVES	76		SANTA LUIZA	28680000
33043612	SERRANA II	CACHOEIRAS DE MACACU	CE	QUINTINO BOCAIUVA	RUA PROFESSOR LEANDRA WALTER	51		CAMPO DO PRADO	28680000
33044147	SERRANA II	CACHOEIRAS DE MACACU	CE	SAO JOSE	ESTRADA RIO X FRIBURGO	SNº	KM 18	SAO JOSE DA BOA MORTE	28680000
33043760	SERRANA II	CACHOEIRAS DE MACACU	CE	SOL NASCENTE	RUA OSVALDIR VICENTE SIQUEIRA	250		PAPUCAIA	28695000
33018804	SERRANA II	CANTAGALO	CIEP	277 JOAO NICOLAO FILHO JANJAO	AVENIDA DJALMA BEDA COUBE	SNº		TRIANGULO	28500000
33019290	SERRANA II	CANTAGALO	CE	CONDE DE NOVA FRIBURGO	PRACA ANTONIO FELIPE GASPARY	SNº		CENTRO	28520000
33019428	SERRANA II	CANTAGALO	CE	DOUTOR FRANCISCO LEITE TEIXEIRA	PRACA DA JUVENTUDE	SNº	2º DISTRITO	SANTA RITA DA FLORESTA	28510000
33019223	SERRANA II	CANTAGALO	CE	JOAO DE ABREU JUNIOR	RUA FIRMINO FARIA	2	5º DISTRITO	BOA SORTE	28525000
33018820	SERRANA II	CANTAGALO	CE	MARIA ZULMIRA TORRES	RUA MARIA ZULMIRA TORRES	SNº		CENTRO	28500970
33019673	SERRANA II	CARMO	CIEP	280 PROFESSOR VASCO FERNANDES DA SILVA PORTO	RUA IDIMAR POLICIANO DA SILVA	SNº		ULISSES LENGRUBER	28640000
33020035	SERRANA II	CARMO	CE	FRANCISCO LOURENCO ALVES	RUA JOSE LINO DA SILVEIRA	88		PORTO VELHO DO CUNHA	28640970
33019789	SERRANA II	CARMO	CE	FRANCISCO VARELLA	RUA FRANCISCO LOURENCO ALVES	19		CENTRO	28640000
33019800	SERRANA II	CARMO	CE	INDEPENDENCIA	PRACA SAO PEDRO	42	BELVEDERE  DO CARMO	INFLUENCIA - 1º DISTRITO	28640000
33019681	SERRANA II	CARMO	CE	PROFESSOR AURELIO DUARTE	AVENIDA MARIO MESQUITA	147		CENTRO	28640000
33025320	SERRANA II	CASIMIRO DE ABREU	CE	BARRA DE SAO JOAO	PRACA AS PRIMAVERAS	212		BARRA DE SAO JOAO	28880000
33025100	SERRANA II	CASIMIRO DE ABREU	CE	CASIMIRO DE ABREU	PRACA FELICIANO SODRE	286		CENTRO	28860000
33094330	SERRANA II	CASIMIRO DE ABREU	CE	INDAIACU	ESTRADA EDUARDO ZACZUC TAHAN	SNº	SITIO MODELO	VARGEM GRANDE	28860000
