Código	Diretoria Regional	Municipio	DESIGNAÇÃO		Endereço	Nº	Complemento	Bairro  	CEP
33036209	CENTRO SUL	VALENCA	CE	ARNOR SILVESTRE VIEIRA	RUA SAO PEDRO	351		PARAPEUNA	27600000
33036004	CENTRO SUL	VALENCA	CE	BARAO DE JUPARANA	RUA BARAO DE SANTA MONICA	305		CENTRO	27640000
33035644	CENTRO SUL	VALENCA	CE	CORONEL BENJAMIN GUIMARAES	PRACA PADRE GOMES LEAL	303		CENTRO	27600000
33035652	CENTRO SUL	VALENCA	CE	DAURA SILVA BARBOSA	RODOVIA VALENCA X RIO DAS FLORES	2025		BIQUINHA	27600000
33035970	CENTRO SUL	VALENCA	IE	DEPUTADO LUIZ PINTO	RUA BENJAMIN GUIMARAES	104		CENTRO	27600000
33036519	CENTRO SUL	VALENCA	CE	DOUTOR GUILHERME MILWARD	RUA DOUTOR FERNANDO FERRAZ	SNº		CENTRO	27657000
33035679	CENTRO SUL	VALENCA	CE	DOUTOR OSWALDO TERRA	RUA WALDEMAR FERREIRA CRISTIANO	497		VILA FERROVIARIA	27600000
33035458	CENTRO SUL	VALENCA	CE	JOSE FONSECA	AVENIDA NILO PECANHA	82		CENTRO	27600000
33035407	CENTRO SUL	VALENCA	CIA	MONSENHOR TOMAS TEJERINA DE PRADO	ESTRADA FAZENDA CAMPO ALEGRE	393		CHACRINHA	27600000
33035962	CENTRO SUL	VALENCA	CE	PADRE SEBASTIAO DA SILVA PEREIRA	RUA TANGUARA	247		SANTA CRUZ	27600000
33035466	CENTRO SUL	VALENCA	CE	THEODORICO FONSECA	PRACA VISCONDE DO RIO PRETO	401		CENTRO	27600000
33093601	CENTRO SUL	VASSOURAS	CIEP	297 PADRE SALESIO SCHIMID	AVENIDA MARECHAL PAULO TORRES	551		CENTRO	27700000
33039585	CENTRO SUL	VASSOURAS	CE	ANTONIO DE JESUS GOMES	RUA BENEDITO ULTRA	36		ITAKAMOSI	27700000
33039593	CENTRO SUL	VASSOURAS	CE	CENTENARIO	PRACA CENTENARIO	15		ALTO DO RIO BONITO	27700000
33039569	CENTRO SUL	VASSOURAS	CE	MINISTRO RAUL FERNANDES	RUA NILO PECANHA	166		CENTRO	27700000
33097224	CENTRO SUL	VASSOURAS	IE	THIAGO COSTA	RUA ABREU CESAR	76		CENTRO	27700000
33175314	CENTRO SUL	TRES RIOS	CE	GUILHERMINA GUINLE	RUA WERNECK	302	2º DISTRITO	BEMPOSTA	25840000
33036632	MEDIO PARAIBA	ANGRA DOS REIS	CIEP	055 JOAO GREGORIO GALINDO	RODOVIA RIO X SANTOS	SNº	KM 955	AREAL	23900000
33098077	MEDIO PARAIBA	ANGRA DOS REIS	CIEP	302 CHARLES DICKENS	RUA DOCE ANGRA	SNº	VEROLME	JACUECANGA	23914325
33098085	MEDIO PARAIBA	ANGRA DOS REIS	CIEP	495 ALBERTO DA VEIGA GUIGNARD	RUA AVIADOR SANTOS DUMONT	552		PARQUE MAMBUCABA	23908000
33037027	MEDIO PARAIBA	ANGRA DOS REIS	CE	ANTONIO DIAS LIMA	RUA SAO SEBASTIAO	23		FRADE	23903000
33125449	MEDIO PARAIBA	ANGRA DOS REIS	CE	BRIGADEIRO NOBREGA	PRACA CANDIDO MENDES	SNº	ILHA GRANDE	VILA DO ABRAAO	23968000
33036691	MEDIO PARAIBA	ANGRA DOS REIS	CE	CONDE PEREIRA CARNEIRO	RUA DOUTOR ALVARO PESSOA	SNº		SAO BENTO	23900050
33036640	MEDIO PARAIBA	ANGRA DOS REIS	CE	DOUTOR ARTUR VARGAS	RUA CORONEL CARVALHO	230		CENTRO	23900315
33098018	MEDIO PARAIBA	ANGRA DOS REIS	CIE	GUARANI KARAI KUERY RENDA	RODOVIA RIO X SANTOS	SNº	KM 114	BRACUHY	23943000
33036713	MEDIO PARAIBA	ANGRA DOS REIS	CE	HONORIO LIMA	RUA MACHADO PORTELA	27		JARDIM BALNEARIO	23900000
33037230	MEDIO PARAIBA	ANGRA DOS REIS	CE	LEOPOLDO AMERICO MIGUEZ DE MELLO	RUA EAP	SNº	VILA RESIDENCIAL DA GEBIG	JACUACANGA	23905000
33036594	MEDIO PARAIBA	ANGRA DOS REIS	CE	NAZIRA SALOMAO	RUA FREI INACIO	82		CENTRO	23900000
33135860	MEDIO PARAIBA	ANGRA DOS REIS	CE	PEDRO SOARES	RUA PEDRO SOARES	SNº		ILHA GRANDE	23960000
33037337	MEDIO PARAIBA	ANGRA DOS REIS	CE	ROBERTO MONTENEGRO	AVENIDA A	SNº	VILA RESIDENCIAL DA PRAIA BRAVA	PRAIA BRAVA	23950010
33096880	MEDIO PARAIBA	BARRA MANSA	CIEP	292 PROFESSORA JANDIRA REIS DE OLIVEIRA	AVENIDA PRESIDENTE KENNEDY	SNº		ANO BOM	27325330
33096864	MEDIO PARAIBA	BARRA MANSA	CIEP	485 PROFESSOR JOAO BATISTA DE BARROS	AVENIDA SIQUEIRA CAMPOS (COM RUA CORINA)	SNº		BOM PASTOR	27313000
33096830	MEDIO PARAIBA	BARRA MANSA	CIEP	486 PROFESSOR LUIZ VALLEJO	ESTRADA GOVERNADOR CHAGAS FREITAS	798		BOCAININHA	27351720
33096856	MEDIO PARAIBA	BARRA MANSA	CIEP	493 PROFESSORA ANTONIETA SALINAS DE CASTRO	RUA OLAVO BILAC	161	LOTEAMENTO AIURUOCA	VISTA ALEGRE	27320530
33029342	MEDIO PARAIBA	BARRA MANSA	CE	BALDOMERO BARBARA	RUA ROBERT LANG	106		VILA BARBARA	27330370
33029369	MEDIO PARAIBA	BARRA MANSA	CE	BARAO DE AIURUOCA	RUA PROFESSOR PEDRO VAZ	08		CENTRO	27310210
33029377	MEDIO PARAIBA	BARRA MANSA	CE	BOA VISTA	RUA MIGUEL GOMES DE SOUZA	99		BOA VISTA	27335330
33029385	MEDIO PARAIBA	BARRA MANSA	CE	COMENDADOR PEREIRA IGNACIO	RUA JOSE NOVO	123		SAUDADE	27350032
33029407	MEDIO PARAIBA	BARRA MANSA	CE	IRACEMA LEITE NADER	RUA CLAUDIONOR CABRAL FRANCO	2237		VILA NOVA	27321010
33029660	MEDIO PARAIBA	BARRA MANSA	CE	JAYME SILVESTRE CAMARGO	RUA JAYME CAMARGO	49		SAO SILVESTRE	27345220
33029679	MEDIO PARAIBA	BARRA MANSA	CE	LUIZ GONZAGA DE MATTOS	RUA ROSA SVERBERI	253		SANTA ROSA	27320590
33030286	MEDIO PARAIBA	BARRA MANSA	CE	MARECHAL FLORIANO PEIXOTO	RUA JUCA RAMOS	105		CENTRO	27365090
33030359	MEDIO PARAIBA	BARRA MANSA	CE	NOSSA SENHORA DO AMPARO	RUA ARY KERNER THOMAZ DA COSTA	89	? DISTRITO	NOSSA SENHORA DO AMPARO	27322210
33030189	MEDIO PARAIBA	BARRA MANSA	CE	ROSELANDIA	RUA RUI DE ANDRADE	115		ROSELANDIA	27338550
33029717	MEDIO PARAIBA	BARRA MANSA	CE	SAO PEDRO	RUA BENEDITO ANTONIO DIAS	109		SAO PEDRO	27340380
33030170	MEDIO PARAIBA	BARRA MANSA	CE	VILA MARIA	RUA ANTONIO GRACIANO DA ROCHA	1001		VILA MARIA	27355000
33030456	MEDIO PARAIBA	ITATIAIA	CIEP	488 EZEQUIEL FREIRE	RUA 38 E 39	SNº	QUADRA 35	JARDIM ITATIAIA	27580000
33166412	MEDIO PARAIBA	MANGARATIBA	CE	CAETANO DE OLIVEIRA	RUA CECILIA	213	2º DISTRITO	ITACURUCA	23860000
33045844	MEDIO PARAIBA	MANGARATIBA	CE	JOAO PAULO II	RUA JOAQUIM CARDOSO DA CRUZ	SNº		PRAIA DO SACO	23860000
33046174	MEDIO PARAIBA	MANGARATIBA	CE	MONTEBELLO BONDIM	RUA SAO PAULO	91		CENTRO	23870000
33037515	MEDIO PARAIBA	PARATI	CIEP	999 DOM PEDRO DALCANTARA DE BRAGANCA - PRIMEIRO IMPERADOR DO BRASIL	ESTRADA DO RIBEIRINHO	18		PONTE NOVA	23970000
33037965	MEDIO PARAIBA	PARATI	CE	ALMIRANTE ALVARO ALBERTO	PRACA DA REPUBLICA	SNº		MAMBUCABA	23970000
33037523	MEDIO PARAIBA	PARATI	CE	ENGENHEIRO MARIO MOURA BRASIL DO AMARAL	RUA MARECHAL DEODORO	SNº		CENTRO	23970000
33030987	MEDIO PARAIBA	PINHEIRAL	CIEP	291 DOM MARTINHO SCHLUDE	RUA BENEDITO HONORATO	147	QUADRA 16	CENTRO	27197000
33097941	MEDIO PARAIBA	PINHEIRAL	CE	CELIO BARBOSA ANCHITE	RUA AMAZONAS	233	QUADRA 16	SAO JORGE	27197000
33030626	MEDIO PARAIBA	PIRAI	CE	AFFONSINA MAZZILLO TEIXEIRA CAMPOS	RUA ROBERTO SILVEIRA	53		CENTRO	27175000
33031142	MEDIO PARAIBA	PIRAI	CE	CORONEL CAMISAO	AVENIDA DARCY VARGAS	01		CENTRO	27195000
33030901	MEDIO PARAIBA	PIRAI	CE	OCTAVIO TEIXEIRA CAMPOS	RUA VALDEMIRO GANCALVES	61		CENTRO	27185000
33032130	MEDIO PARAIBA	PORTO REAL	CE	REPUBLICA ITALIANA	AVENIDA DOM PEDRO II	753		CENTRO	27570000
33031185	MEDIO PARAIBA	QUATIS	CE	AMERICO PIMENTA	RUA PREFEITO OSCAR TEIXEIRA DE MENDONCA (ANTIGA RUA JOSE DE FREITAS)	21		CENTRO	27410400
33097798	MEDIO PARAIBA	RESENDE	CIEP	347 DOUTOR JORGE MIGUEL JAYME	SITIO BOM DESTINO	SNº		TOYOTA	27501970
33031711	MEDIO PARAIBA	RESENDE	CE	ANIBAL BENEVOLO	RUA GENERAL NAPION	SNº		MONTE CASTELO	27533170
33031380	MEDIO PARAIBA	RESENDE	CE	ANTONINA RAMOS FREIRE	RUA JOSE CARLOS GEOVANI	SNº		ALEGRIA	27524320
33115001	MEDIO PARAIBA	RESENDE	CE	ANTONIO QUIRINO	AVENIDA WENCESLAU BRAS	SNº		VISCONDE DE MAUA	27553000
33031479	MEDIO PARAIBA	RESENDE	CE	DOUTOR JOAO MAIA	PRACA OLIVEIRA BOTELHO	SNº		CENTRO	27511120
33031843	MEDIO PARAIBA	RESENDE	CE	ENGENHEIRO PASSOS	RUA DOUTOR ANTONIO VEIGA E SILVA	SNº		ENGENHEIRO PASSOS	27555000
33031428	MEDIO PARAIBA	RESENDE	CE	MARECHAL SOUZA DANTAS	PRACA MARECHAL JOSE PESSOA	20		CENTRO	27511380
33031720	MEDIO PARAIBA	RESENDE	CE	OLAVO BILAC	AVENIDA PRESIDENTE VARGAS	397		CAMPOS ELISEOS	27542140
33031509	MEDIO PARAIBA	RESENDE	CE	OLIVEIRA BOTELHO	RUA GENERAL ERNESTO DE OLIVEIRA	54		MANEJO	27520000
33031401	MEDIO PARAIBA	RESENDE	CE	PEDRO BRAILE NETO	RUA AUGUSTO XAVIER DE LIMA	55		JARDIM JALISCO	27510090
33031738	MEDIO PARAIBA	RESENDE	CE	PROFESSOR JOSE MEDEIROS DE CAMARGO	AVENIDA CORONEL ABILIO GODOY	116		PARAISO	27535130
33031762	MEDIO PARAIBA	RESENDE	EE	PROFESSOR OSWALDO DA ROCHA CAMOES	ESTRADA DA VARGEM GRANDE	386		ALAMBARI	27534160
33032459	MEDIO PARAIBA	RIO CLARO	CE	ALFREDO PUJOL	RUA WASHINGTON LUIZ	330		CENTRO	27470000
33032220	MEDIO PARAIBA	RIO CLARO	CE	FAGUNDES VARELA	RUA MANOEL PORTUGAL	191		CENTRO	27460970
33032360	MEDIO PARAIBA	RIO CLARO	CIEP	296 PRESIDENTE BENES	RODOVIA FRANCISCO SATURNINO BRAGA	SNº	CENTRO	LIDICE	27475000
33032734	MEDIO PARAIBA	VOLTA REDONDA	CIEP	053 DOUTOR NELSON DOS SANTOS GONCALVES	RUA MIL E QUARENTA E TRES	205		VOLTA GRANDE	27211670
33156999	MEDIO PARAIBA	VOLTA REDONDA	CIEP	293 WALMIR DE FREITAS MONTEIRO	AVENIDA NOSSA SENHORA DO AMPARO	4877		SANTA RITA DO ZARUR	27288001
33032742	MEDIO PARAIBA	VOLTA REDONDA	CIEP	295 PROFESSORA GLORIA ROUSSIN GUEDES PINTO	AVENIDA JARAGUA	800		RETIRO	27275570
33032718	MEDIO PARAIBA	VOLTA REDONDA	CIEP	299 JIULIO CARUSO	RUA BARTOLOMEU BUENO DA RIBEIRA	SNº		SANTO AGOSTINHO	27291290
33103097	MEDIO PARAIBA	VOLTA REDONDA	CIEP	403 MARIA DE LURDES GIOVANETTI	RUA O	177		ACUDE II	27273380
33033978	MEDIO PARAIBA	VOLTA REDONDA	CIEP	484 TONINHO MARQUES	AVENIDA DEPUTADO JIULIO CARUSO	SNº		BELMONTE	27273040
33032998	MEDIO PARAIBA	VOLTA REDONDA	CE	ACACIA AMARELA	RUA SAO JOAO DA BARRA	20		JARDIM BELMONTE	27273370
33033005	MEDIO PARAIBA	VOLTA REDONDA	CE	ACRE	RUA SEISCENTOS E CINQUENTA E NOVE	100		SIDEROPOLIS	27257110
33032793	MEDIO PARAIBA	VOLTA REDONDA	CE	BARAO DE MAUA	RUA QUINHENTOS E QUARENTA E CINCO	25		JARDIM PARAIBA	27215020
33033030	MEDIO PARAIBA	VOLTA REDONDA	CE	BRASILIA	AVENIDA NOVA BRASILIA	433		VILA BRASILIA	27280590
33117675	MEDIO PARAIBA	VOLTA REDONDA	CIESP	DIOGO LEVENHAGEN	RUA RIO IGUAPE	140		AGUA LIMPA	27250130
33156883	MEDIO PARAIBA	VOLTA REDONDA	CE	GECY VIEIRA GONCALVES	AVENIDA PAULO ERLEI ALVES ABRANTES	3016		TRES POCOS	27240560
33033056	MEDIO PARAIBA	VOLTA REDONDA	CE	GUANABARA	AVENIDA LUCAS EVANGELISTA	SNº		ATERRADO	27215630
33033064	MEDIO PARAIBA	VOLTA REDONDA	CE	MARANHAO	RUA JOAO HAASIS	50		EUCALIPTAL	27263110
33033072	MEDIO PARAIBA	VOLTA REDONDA	EE	MINAS GERAIS	AVENIDA VOUGA	122		RETIRO	27281440
33033099	MEDIO PARAIBA	VOLTA REDONDA	CE	NITEROI	RUA CARLOS AUGUSTO HOASSIS	SNº		SAO CRISTOVAO	27263000
33033110	MEDIO PARAIBA	VOLTA REDONDA	CE	PEDRO RAYMUNDO DE MAGALHAES	RUA LILAS	141	JARDIM AMALIA II	AGUA LIMPA	27250040
33032807	MEDIO PARAIBA	VOLTA REDONDA	CE	PIAUI	RUA VEREADOREADOR ALDILIO DE CARVALHO FRANCA	33		PONTE ALTA	27270370
33032815	MEDIO PARAIBA	VOLTA REDONDA	CE	PREFEITO FRANCISCO FONTES TORRES	RUA SETECENTOS E CINQUENTA	235		CASA DE PEDRA	27257265
33033129	MEDIO PARAIBA	VOLTA REDONDA	CE	PRESIDENTE ROOSEVELT	RUA LINDOLFO COLLOR	285		CONFORTO	27263430
33033994	MEDIO PARAIBA	VOLTA REDONDA	IE	PROFESSOR MANUEL MARINHO	RUA QUARENTA E TRES	52		VILA SANTA CECILIA	27281110
33032823	MEDIO PARAIBA	VOLTA REDONDA	CE	RIO DE JANEIRO	RUA SESSENTA E DOIS	777		SESSENTA	27256010
33033145	MEDIO PARAIBA	VOLTA REDONDA	CE	RIO GRANDE DO NORTE	RUA VINTE E UM C	196		TANGERINAL	27264330
33033170	MEDIO PARAIBA	VOLTA REDONDA	CE	RIO GRANDE DO SUL	RUA CENTO E CINQUENTA E QUATRO	255		LARANJAL	27255060
33033188	MEDIO PARAIBA	VOLTA REDONDA	CE	RONDONIA	RUA DOURADOS	155		SAO GERALDO	27253540
33033196	MEDIO PARAIBA	VOLTA REDONDA	EE	ROTARY	RUA PASCOAL SILVA	22		AGUA LIMPA	27250470
33032939	MEDIO PARAIBA	VOLTA REDONDA	CE	SANTOS DUMONT	RUA SANTA TEREZINHA	109		NITEROI	27283200
33033200	MEDIO PARAIBA	VOLTA REDONDA	CE	SAO PAULO	TRV MARIA ELIAS TOME	30		SAO LUCAS	27263580
33172340	MEDIO PARAIBA	MANGARATIBA	CE	HERMINIA DE OLIVEIRA MATTOS	ALAMEDA WALDOMIRO JOSE NOGUEIRA	SNº		CONCEICAO DE JACAREI	23885000
33101671	METROPOLITANA I	JAPERI	CIEP	206 PROFESSORA CYRENE MORAES COSTA	ESTRADA ARY SCHIAVO	SNº		CHACRINHA	26440090
33100080	METROPOLITANA I	JAPERI	CIEP	207 GILSON AMADO	AVENIDA FRANCISCO ANTONIO RUSSO	38	CENTRO	ENGENHEIRO PEDREIRA	26400001
33100209	METROPOLITANA I	JAPERI	CIEP	401 LUCIMAR DE SOUZA SANTOS	RUA MARAPENDI	SNº		MUCAJA	26423030
33100217	METROPOLITANA I	JAPERI	CIEP	402 APARICIO TORELLI	AVENIDA TANCREDO NEVES	SNº	PARQUE MUCAJA	ENGENHEIRO PEDREIRA	26420243
33052492	METROPOLITANA I	JAPERI	CE	ALMIRANTE TAMANDARE	AVENIDA SAO SEBASTIAO	SNº		CHACRINHA	26440240
33052433	METROPOLITANA I	JAPERI	CE	ARMANDO DIAS	RUA EDNA PALATINIK	SNº		NOVA BELEM	26435000
33052514	METROPOLITANA I	JAPERI	CE	BARAO DO RIO BRANCO	RUA DEOCLECIANO FEITAL	40		CENTRO	26435550
33052530	METROPOLITANA I	JAPERI	CE	ENGENHEIRO PEDREIRA	AVENIDA TANCREDO NEVES	SNº		ENGENHEIRO PEDREIRA	26410005
33052441	METROPOLITANA I	JAPERI	CE	JOAO SANTOS SOUTO	RUA INDIGENA	SNº		COSME DAMIAO	26415010
33098123	METROPOLITANA I	NOVA IGUACU	CIEP	345 Y JUCA PIRAMA	RUA SAMUEL DIAS	80		VILA PEDRO	26011570
33060720	METROPOLITANA I	NOVA IGUACU	CIEP	021 GENERAL OSORIO	ESTRADA DE ADRIANOPOLIS	SNº		BOTAFOGO	26041270
33058393	METROPOLITANA I	NOVA IGUACU	CIEP	025 GETULIO SALES RODRIGUES	RUA DONA JOAQUINA	SNº		VILA OPERARIA	26012660
33058466	METROPOLITANA I	NOVA IGUACU	CIEP	026 SAO VICENTE DE PAULA	RUA OTAVIO MOREIRA MELO	SNº		MANGUEIRA	26271360
33058326	METROPOLITANA I	NOVA IGUACU	CIEP	075 JARDIM CABUCU	RUA SOROCABA	SNº		JARDIM CABUCU	26291431
33058440	METROPOLITANA I	NOVA IGUACU	CIEP	113 WALDICK PEREIRA	ESTRADA DAS CAMBUCAS	600		OURO FINO	26265040
33058377	METROPOLITANA I	NOVA IGUACU	CIEP	117 CARLOS DRUMMOND DE ANDRADE BRASIL ESTADOS UNIDOS	RUA TOMAZ FONSECA	650		COMENDADOR SOARES	26280376
33058180	METROPOLITANA I	NOVA IGUACU	CIEP	119 AUSTIN	AVENIDA DOS INCONFIDENTES	883		AUSTIN	26086475
33058474	METROPOLITANA I	NOVA IGUACU	CIEP	134 VEREADOR JOSE LOPES DE ARAUJO	ESTRADA DE AUSTIN	SNº		CACUIA	26000000
33058334	METROPOLITANA I	NOVA IGUACU	CIEP	166 ABILIO AUGUSTO TAVORA	RUA JULIA MARTINS	SNº		PALHADA	26290078
33058199	METROPOLITANA I	NOVA IGUACU	CIEP	167 JARDIM PARAISO	RUA DO INGA	SNº		JARDIM GUANDU	26298282
33100322	METROPOLITANA I	NOVA IGUACU	CIEP	168 HILDA SILVEIRA RODRIGUES	AVENIDA SANTA CRUZ	SNº	JARDIM LARANJEIRA	CABUCU	26271-360 ou 26291-230
33097020	METROPOLITANA I	NOVA IGUACU	CIEP	172 NELSON RODRIGUES	RODOVIA PRESIDENTE DUTRA	SNº	KM 182	COMENDADOR SOARES	26285003
33058350	METROPOLITANA I	NOVA IGUACU	CIEP	187 BENEDITO LARANJEIRAS	RUA SAO BERNARDO	SNº	RODOVIA BR 465, KM 34	PRADOS VERDES	26299159
33058415	METROPOLITANA I	NOVA IGUACU	CIEP	188 MARIANO FLOR CAVALCANTE	RUA SIBIPIRUNA	SNº		LAGOINHA	26222210
33058458	METROPOLITANA I	NOVA IGUACU	CIEP	196 SAO TEODORO	RUA AMARO DE SOUZA	SNº		JARDIM BOA ESPERANCA	26021460
33058202	METROPOLITANA I	NOVA IGUACU	CIEP	200 RECANTO DOS COLIBRIS	RUA CORONEL FAWCETT	81		JARDIM BOA ESPERANCA	26070030
33058210	METROPOLITANA I	NOVA IGUACU	CIEP	216 PREFEITO JUAREZ ANTUNES	RUA EULALIA DINIZ	SNº		CORUMBA	26051580
33058342	METROPOLITANA I	NOVA IGUACU	CIEP	317 AURELIO BUARQUE DE HOLANDA	RUA DONA VITALINA	SNº		DONA NELI	26013730
33058237	METROPOLITANA I	NOVA IGUACU	CIEP	324 MAHATMA GANDHI	RUA FLAVIA	SNº		IPIRANGA	26293423
33058245	METROPOLITANA I	NOVA IGUACU	CIEP	334 MOACYR JOSE PEREIRA GERK	AVENIDA HENRIQUE DUQUE ESTRADA MAYER	3950		AMBAI	26041061
33060711	METROPOLITANA I	NOVA IGUACU	CIEP	352 SENADOR SEVERO GOMES	RUA FRANCISO BARONE	SNº		SANTA RITA	26050640
33060193	METROPOLITANA I	NOVA IGUACU	CIEP	354 MARTINS PENA	RUA TRINDADE	SNº		MARAPICU	26293549
33058261	METROPOLITANA I	NOVA IGUACU	CIEP	356 AUGUSTO RUSCHI	RUA SAFIRA	SNº		JARDIM PARAISO	26000000
33060177	METROPOLITANA I	NOVA IGUACU	CIEP	358 ALBERTO PASQUALINI	RUA GERSON CHERNICHARD	SNº		JARDIM CANAA	26263160
33058270	METROPOLITANA I	NOVA IGUACU	CIEP	359 CHARLES PERRAULT	AVENIDA ARCO IRIS	SNº		JARDIM PARAISO	26000000
33100330	METROPOLITANA I	NOVA IGUACU	CIEP	360 PROFESSORA IARA SIMAO VIEIRA	RUA BEGE	SNº		MARAPICU	26010003
33058288	METROPOLITANA I	NOVA IGUACU	CIEP	365 ASA BRANCA	ESTRADA SANTA RITA	SNº		JARDIN OCIDENTAL	26051060
33060185	METROPOLITANA I	NOVA IGUACU	CIEP	383 MAXIMO GORKI	ESTRADA DE MADUREIRA	17000		MARAPICU	26294300
33058296	METROPOLITANA I	NOVA IGUACU	CIEP	387 HANS CRISTIAN ANDERSEN	RUA SEIS	307		PARQUE DAS PALMEIRAS	26013410
33058300	METROPOLITANA I	NOVA IGUACU	CIEP	390 CHAO DE ESTRELAS	RUA SETE DE SETEMBRO	SNº		CARMARI	26041060
33058318	METROPOLITANA I	NOVA IGUACU	CIEP	394 VEREADOR CANDIDO AUGUSTO RIBEIRO NETO	ESTRADA DA PALHADA	3655		ROSA DOS VENTOS	26010003
33058407	METROPOLITANA I	NOVA IGUACU	CIEP	395 LUIZ HENRIQUE REZENDE NOVAES	AVENIDA NOSSA SENHORA DAS GRACAS	SNº	KM 32 DA ANTIGA RODOVIA RIO SAO PAULO	PARQUE SAO  FRANCISCO	26232220
33059152	METROPOLITANA I	NOVA IGUACU	CE	ALFREDO NEVES	RUA CRUZ DE SOUZA	100		CARMARI	26022280
33060797	METROPOLITANA I	NOVA IGUACU	CE	AMBAI	RUA JUVENTUDE	SNº		AMBAI	26147390
33058571	METROPOLITANA I	NOVA IGUACU	CE	ANTONIO DA SILVA	RUA MIRAMAR	123		COMENDADOR SOARES	26277010
33058580	METROPOLITANA I	NOVA IGUACU	CE	ARRUDA NEGREIROS	RUA ADERBAL DA FONSECA	366		STA EUGENIA	26286020
33060800	METROPOLITANA I	NOVA IGUACU	CE	BARAO DE TINGUA	RUA GISELA	157		GRAMA	26061210
33059209	METROPOLITANA I	NOVA IGUACU	CE	BERNARDINO MELO JUNIOR	RUA JOAQUIM CARDOSO DE MATOS	317		DA LUZ	26255140
33058601	METROPOLITANA I	NOVA IGUACU	CE	CALIFORNIA	RUA RAINHA ELIZABETH	68		CALIFORNIA	26220350
33059225	METROPOLITANA I	NOVA IGUACU	CE	CAPITAO JOAQUIM QUARESMA DE OLIVEIRA	RUA PROFESSOR EDUARDO VIANA	550		CRUZEIRO DO SUL	26012840
33058946	METROPOLITANA I	NOVA IGUACU	CE	COMENDADOR SOARES	RUA MILTON SILVA	120		COMENDADOR SOARES	26280910
33142270	METROPOLITANA I	NOVA IGUACU	CE	DOM ADRIANO HIPOLITO	RUA COMENDADOR SOARES	67		CENTRO	26255350
33058610	METROPOLITANA I	NOVA IGUACU	CE	DOM WALMOR	AVENIDA HENRIQUE DUQUE ESTRADA MEYER	2495		PARQUE FLORA	26031000
33060819	METROPOLITANA I	NOVA IGUACU	CE	DOS LIRIOS	RUA DOS INDIOS	77		TINGUA	26063620
33059241	METROPOLITANA I	NOVA IGUACU	CE	DOUTOR MARIO GUIMARAES	RUA JOAO BATISTA RODRIGUES	SNº		MARIA JOSE	26260340
33058636	METROPOLITANA I	NOVA IGUACU	CE	ENGENHEIRO AREA LEAO	AVENIDA HENRIQUE DUQUE ESTRADA MEYER	144		POSSE	26030380
33060827	METROPOLITANA I	NOVA IGUACU	CE	FIGUEIRA	RUA SERGIO FIGUEIREDO	281		FIGUEIRA	26052030
33058652	METROPOLITANA I	NOVA IGUACU	CE	FRANCISCO ASSUMPCAO	RUA JOAO FERREIRA PINTO	SNº		PONTO CHIC	26030520
33061890	METROPOLITANA I	NOVA IGUACU	EE	HUMBERTO DE CAMPOS	AVENIDA ELIAS PERSIANO	177		PARQUE BOA VENTURA	26298342
33058679	METROPOLITANA I	NOVA IGUACU	CE	JARDIM ALVORADA	RUA DIVA MELO	160		JARDIM ALVORADA	26261070
33060835	METROPOLITANA I	NOVA IGUACU	CE	JARDIM MARILICE	RUA SANTA RITA	671		CORUMBA	26042800
33059411	METROPOLITANA I	NOVA IGUACU	EE	JOAO DO VALE	RUA OESTE	233		ROSA DOS VENTOS	26276031
33058687	METROPOLITANA I	NOVA IGUACU	CE	JOSE BONIFACIO	RUA JORGE BUSTAMANTE	SNº	LAGOINHA	BOM JESUS	26298129
33059284	METROPOLITANA I	NOVA IGUACU	CE	LEOPOLDO MACHADO	RUA PADRE DINART DUARTE PASSOS	SNº		CAONZE	26250610
33060738	METROPOLITANA I	NOVA IGUACU	CE	MARECHAL JUAREZ TAVORA	RUA ERMELINDA CALDEIRA	131		NOVA BRASILIA	26052780
33060843	METROPOLITANA I	NOVA IGUACU	CE	MARIA EMILIA AMARAL FONTOURA	RUA FRANCISCO BARONI	490		SANTA RITA	26050640
33059322	METROPOLITANA I	NOVA IGUACU	CE	MARIA JUSTINIANO FERNANDES	RUA GENI SARAIVA	187		PONTO CHIC	26032660
33059330	METROPOLITANA I	NOVA IGUACU	EE	MESTRE HIRAM	TRV PAIVA TEIXEIRA	10		CENTRO	26210330
33058695	METROPOLITANA I	NOVA IGUACU	CE	MILTON CAMPOS	RUA TUPINAMBA	271		MOQUETA	26285250
33059357	METROPOLITANA I	NOVA IGUACU	EE	MONSENHOR JOAO MUSH	RUA PROFESSOR VITORINO CARDOSO DE MATTOS	95		CENTRO	26255490
33059373	METROPOLITANA I	NOVA IGUACU	CE	NATIVIDADE PATRICIO ANTUNES	RUA LUIZ SILVA	820		COMENDADOR SOARES	26280560
33060860	METROPOLITANA I	NOVA IGUACU	EE	NILO PECANHA	RUA CASTILHO	240		VILA DE CAVA	26145970
33058709	METROPOLITANA I	NOVA IGUACU	CE	ABDIAS NASCIMENTO	RUA ALEXANDRE FLEMING	SNº		VILA NOVA	26225490
33059381	METROPOLITANA I	NOVA IGUACU	CE	PROFESSOR AMAZOR VIEIRA BORGES	RUA MARIA DA GLORIA	SNº		AUSTIN	26010003
